airline,airline_id,source_airport,source_airport_id,dest_airport,dest_airport_id,codeshare,stops,equipment,source_country,dest_country
AK,576.0,MYY,3266.0,TGG,3307.0,,0,320,Malaysia,Malaysia
AK,576.0,NNG,3373.0,KUL,3304.0,,0,320,China,Malaysia
AK,576.0,PDG,8807.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,PEN,3308.0,BKI,3269.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,JHB,3303.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,KCH,3263.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,KUL,3304.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,LGK,3305.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,MYY,3266.0,,0,320,Malaysia,Malaysia
AK,576.0,PEN,3308.0,SIN,3316.0,,0,320,Malaysia,Singapore
AK,576.0,PKU,3273.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,PLM,3289.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,PNH,3034.0,KUL,3304.0,,0,320,Cambodia,Malaysia
AK,576.0,REP,3035.0,KUL,3304.0,,0,320,Cambodia,Malaysia
AK,576.0,RGN,3239.0,KUL,3304.0,,0,320,Burma,Malaysia
AK,576.0,SBW,3267.0,JHB,3303.0,,0,320,Malaysia,Malaysia
AK,576.0,SBW,3267.0,KCH,3263.0,,0,320,Malaysia,Malaysia
AK,576.0,SBW,3267.0,KUL,3304.0,,0,320,Malaysia,Malaysia
AK,576.0,SDK,4141.0,BKI,3269.0,,0,320,Malaysia,Malaysia
AK,576.0,SDK,4141.0,KUL,3304.0,,0,320,Malaysia,Malaysia
AK,576.0,SGN,3205.0,KUL,3304.0,,0,320,Vietnam,Malaysia
AK,576.0,SIN,3316.0,BKI,3269.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,KBR,3298.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,KCH,3263.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,KUL,3304.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,LGK,3305.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,MYY,3266.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,PEN,3308.0,,0,320,Singapore,Malaysia
AK,576.0,SIN,3316.0,TGG,3307.0,,0,320,Singapore,Malaysia
AK,576.0,SOC,3929.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,SRG,3901.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,SUB,3928.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,SZX,3374.0,BKI,3269.0,,0,320,China,Malaysia
AK,576.0,SZX,3374.0,KUL,3304.0,,0,320,China,Malaysia
AK,576.0,TGG,3307.0,KUL,3304.0,,0,320,Malaysia,Malaysia
AK,576.0,TGG,3307.0,MYY,3266.0,,0,320,Malaysia,Malaysia
AK,576.0,TGG,3307.0,SIN,3316.0,,0,320,Malaysia,Singapore
AK,576.0,TPE,2276.0,BKI,3269.0,,0,320,Taiwan,Malaysia
AK,576.0,TRZ,3152.0,KUL,3304.0,,0,320,India,Malaysia
AK,576.0,TWU,3271.0,BKI,3269.0,,0,320,Malaysia,Malaysia
AK,576.0,TWU,3271.0,JHB,3303.0,,0,320,Malaysia,Malaysia
AK,576.0,TWU,3271.0,KUL,3304.0,,0,320,Malaysia,Malaysia
AK,576.0,UPG,3240.0,KUL,3304.0,,0,320,Indonesia,Malaysia
AK,576.0,URT,4000.0,KUL,3304.0,,0,320,Thailand,Malaysia
AK,576.0,VTE,3120.0,KUL,3304.0,,0,320,Laos,Malaysia
AM,321.0,ABY,5715.0,ATL,3682.0,Y,0,CRJ,United States,United States
AM,321.0,ACA,1783.0,MEX,1824.0,,0,737 ERJ E70 EMJ E75,Mexico,Mexico
AM,321.0,ACA,1783.0,TLC,1850.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,AGU,1785.0,MEX,1824.0,Y,0,E75 EMJ ERJ E70,Mexico,Mexico
AM,321.0,AGU,1785.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,ALB,3864.0,ATL,3682.0,Y,0,M88,United States,United States
AM,321.0,AQP,2802.0,JUL,2792.0,Y,0,319,Peru,Peru
AM,321.0,ATL,3682.0,ABY,5715.0,Y,0,CRJ,United States,United States
AM,321.0,ATL,3682.0,ALB,3864.0,Y,0,CR9 M88,United States,United States
AM,321.0,ATL,3682.0,BDL,3825.0,Y,0,M88 73W,United States,United States
AM,321.0,ATL,3682.0,BNA,3690.0,Y,0,M88 320,United States,United States
AM,321.0,ATL,3682.0,BOS,3448.0,Y,0,M90 757 738 M88 320 319,United States,United States
AM,321.0,ATL,3682.0,BWI,3849.0,Y,0,M90 757 320 M88,United States,United States
AM,321.0,ATL,3682.0,CDG,1382.0,Y,0,76W,United States,France
AM,321.0,ATL,3682.0,CLE,3486.0,Y,0,717,United States,United States
AM,321.0,ATL,3682.0,CMH,3759.0,Y,0,M88,United States,United States
AM,321.0,ATL,3682.0,CUN,1852.0,Y,0,M88 757 320,United States,Mexico
AM,321.0,ATL,3682.0,CVG,3488.0,Y,0,738 M88 319,United States,United States
AM,321.0,ATL,3682.0,CZM,1800.0,Y,0,M88 319,United States,Mexico
AM,321.0,ATL,3682.0,DCA,3520.0,Y,0,M90 M88,United States,United States
AM,321.0,ATL,3682.0,DEN,3751.0,Y,0,M90 738 757,United States,United States
AM,321.0,ATL,3682.0,DTW,3645.0,Y,0,M88 M90 757,United States,United States
AM,321.0,ATL,3682.0,EWR,3494.0,Y,0,717,United States,United States
AM,321.0,ATL,3682.0,FCO,1555.0,Y,0,333,United States,Italy
AM,321.0,ATL,3682.0,GDL,1804.0,Y,0,320,United States,Mexico
AM,321.0,ATL,3682.0,IAD,3714.0,Y,0,M88,United States,United States
AM,321.0,ATL,3682.0,IND,3585.0,Y,0,M88 M90,United States,United States
AM,321.0,ATL,3682.0,JAX,3712.0,Y,0,757,United States,United States
AM,321.0,ATL,3682.0,JFK,3797.0,Y,0,738 319 73H,United States,United States
AM,321.0,ATL,3682.0,LGA,3697.0,Y,0,757 M88 739 73H 320 73W,United States,United States
AM,321.0,ATL,3682.0,MAD,1229.0,Y,0,764,United States,Spain
AM,321.0,ATL,3682.0,MCI,3458.0,Y,0,M88 M90 757,United States,United States
AM,321.0,ATL,3682.0,MCO,3878.0,Y,0,757,United States,United States
AM,321.0,ATL,3682.0,MEM,3473.0,Y,0,320 M88,United States,United States
AM,321.0,ATL,3682.0,MEX,1824.0,Y,0,73W 738 73H EMJ,United States,Mexico
AM,321.0,ATL,3682.0,MIA,3576.0,Y,0,M90,United States,United States
AM,321.0,ATL,3682.0,MSP,3858.0,Y,0,320 757 M90 739,United States,United States
AM,321.0,ATL,3682.0,MSY,3861.0,Y,0,757,United States,United States
AM,321.0,ATL,3682.0,MTY,1825.0,Y,0,CR9,United States,Mexico
AM,321.0,ATL,3682.0,PHL,3752.0,Y,0,757 M88 M90 73H,United States,United States
AM,321.0,ATL,3682.0,PIT,3570.0,Y,0,M88 CR9,United States,United States
AM,321.0,ATL,3682.0,PVR,1836.0,Y,0,757,United States,Mexico
AM,321.0,ATL,3682.0,RDU,3626.0,Y,0,M88 738 M90 739 320,United States,United States
AM,321.0,ATL,3682.0,RIC,3608.0,Y,0,73H M90 M88,United States,United States
AM,321.0,ATL,3682.0,SEA,3577.0,Y,0,739 763 757 738,United States,United States
AM,321.0,ATL,3682.0,SJD,1840.0,Y,0,73W 738,United States,Mexico
AM,321.0,ATL,3682.0,SLC,3536.0,Y,0,757,United States,United States
AM,321.0,ATL,3682.0,STL,3678.0,Y,0,M90 717 319 M88,United States,United States
AM,321.0,ATL,3682.0,XNA,4356.0,Y,0,CR7 CR9,United States,United States
AM,321.0,ATL,3682.0,YUL,146.0,Y,0,CR9 CR7,United States,Canada
AM,321.0,BDL,3825.0,ATL,3682.0,Y,0,73W M88,United States,United States
AM,321.0,BJX,1815.0,MEX,1824.0,,0,EMJ E70 ERJ,Mexico,Mexico
AM,321.0,BJX,1815.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,BJX,1815.0,SFO,3469.0,,0,738,Mexico,United States
AM,321.0,BJX,1815.0,TIJ,1847.0,,0,EMJ,Mexico,Mexico
AM,321.0,BOG,2709.0,MEX,1824.0,,0,737,Colombia,Mexico
AM,321.0,BOS,3448.0,ATL,3682.0,Y,0,757 M90 M88 320,United States,United States
AM,321.0,BOS,3448.0,CUN,1852.0,Y,0,757,United States,Mexico
AM,321.0,BRU,302.0,MAD,1229.0,,0,E90,Belgium,Spain
AM,321.0,BWI,3849.0,ATL,3682.0,Y,0,M88 757 73W 320,United States,United States
AM,321.0,CCS,2851.0,MEX,1824.0,,0,737,Venezuela,Mexico
AM,321.0,CDG,1382.0,ATL,3682.0,Y,0,76W,France,United States
AM,321.0,CDG,1382.0,LYS,1335.0,Y,0,319,France,France
AM,321.0,CDG,1382.0,MEX,1824.0,,0,787,France,Mexico
AM,321.0,CDG,1382.0,TLS,1273.0,Y,0,320,France,France
AM,321.0,CEN,1794.0,GDL,1804.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CEN,1794.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CEN,1794.0,MEX,1824.0,Y,0,E70,Mexico,Mexico
AM,321.0,CJS,1796.0,CUU,1797.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CJS,1796.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CJS,1796.0,MEX,1824.0,,0,EMJ,Mexico,Mexico
AM,321.0,CJS,1796.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CJS,1796.0,TIJ,1847.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CLE,3486.0,ATL,3682.0,Y,0,717,United States,United States
AM,321.0,CLQ,1808.0,MEX,1824.0,,0,ATR,Mexico,Mexico
AM,321.0,CME,1789.0,MEX,1824.0,,0,737 EMJ E70 ERJ,Mexico,Mexico
AM,321.0,CMH,3759.0,ATL,3682.0,Y,0,M88,United States,United States
AM,321.0,CPE,1795.0,MEX,1824.0,Y,0,EMJ E70,Mexico,Mexico
AM,321.0,CUL,1792.0,GDL,1804.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUL,1792.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUL,1792.0,MEX,1824.0,,0,EMJ 737,Mexico,Mexico
AM,321.0,CUL,1792.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUL,1792.0,TIJ,1847.0,,0,738,Mexico,Mexico
AM,321.0,CUN,1852.0,ATL,3682.0,Y,0,757 320,Mexico,United States
AM,321.0,CUN,1852.0,BOS,3448.0,Y,0,757,Mexico,United States
AM,321.0,CUN,1852.0,DTW,3645.0,Y,0,320,Mexico,United States
AM,321.0,CUN,1852.0,HAV,1909.0,,0,737,Mexico,Cuba
AM,321.0,CUN,1852.0,IND,3585.0,Y,0,320,Mexico,United States
AM,321.0,CUN,1852.0,JFK,3797.0,,0,738,Mexico,United States
AM,321.0,CUN,1852.0,LAX,3484.0,,0,738,Mexico,United States
AM,321.0,CUN,1852.0,MAD,1229.0,,0,333,Mexico,Spain
AM,321.0,CUN,1852.0,MCO,3878.0,Y,0,757,Mexico,United States
AM,321.0,CUN,1852.0,MEX,1824.0,,0,738 737 762 EMJ 763 787,Mexico,Mexico
AM,321.0,CUN,1852.0,MSP,3858.0,Y,0,320,Mexico,United States
AM,321.0,CUN,1852.0,PTY,1871.0,Y,0,738 73G,Mexico,Panama
AM,321.0,CUN,1852.0,RDU,3626.0,Y,0,M88,Mexico,United States
AM,321.0,CUN,1852.0,SLC,3536.0,Y,0,320,Mexico,United States
AM,321.0,CUU,1797.0,CJS,1796.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUU,1797.0,GDL,1804.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUU,1797.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUU,1797.0,MEX,1824.0,,0,737 EMJ,Mexico,Mexico
AM,321.0,CUU,1797.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUU,1797.0,TRC,1845.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,CUZ,2812.0,LIM,2789.0,Y,0,319,Peru,Peru
AM,321.0,CVG,3488.0,ATL,3682.0,Y,0,738,United States,United States
AM,321.0,CVG,3488.0,CUN,1852.0,Y,0,M88,United States,Mexico
AM,321.0,CVM,1798.0,MEX,1824.0,,0,ATR,Mexico,Mexico
AM,321.0,CZM,1800.0,ATL,3682.0,Y,0,M88 319,Mexico,United States
AM,321.0,DCA,3520.0,ATL,3682.0,Y,0,738 M90 M88 73H,United States,United States
AM,321.0,DEN,3751.0,ATL,3682.0,Y,0,M90 738,United States,United States
AM,321.0,DFW,3670.0,MEX,1824.0,Y,0,EMJ,United States,Mexico
AM,321.0,DGO,1801.0,MEX,1824.0,Y,0,EMJ ERJ,Mexico,Mexico
AM,321.0,DGO,1801.0,TIJ,1847.0,Y,0,EMJ,Mexico,Mexico
AM,321.0,DTW,3645.0,ATL,3682.0,Y,0,73H 757 739,United States,United States
AM,321.0,DTW,3645.0,CUN,1852.0,Y,0,320,United States,Mexico
AM,321.0,DTW,3645.0,MEX,1824.0,Y,0,319,United States,Mexico
AM,321.0,DTW,3645.0,MTY,1825.0,Y,0,319,United States,Mexico
AM,321.0,EWR,3494.0,ATL,3682.0,Y,0,717 319,United States,United States
AM,321.0,EZE,3988.0,MEX,1824.0,,0,777 763 762,Argentina,Mexico
AM,321.0,FAT,3687.0,GDL,1804.0,,0,738,United States,Mexico
AM,321.0,FCO,1555.0,ATL,3682.0,Y,0,333,Italy,United States
AM,321.0,GDL,1804.0,ATL,3682.0,Y,0,320,Mexico,United States
AM,321.0,GDL,1804.0,CEN,1794.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,CUL,1792.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,CUU,1797.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,FAT,3687.0,,0,738,Mexico,United States
AM,321.0,GDL,1804.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,LAP,1816.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,LAX,3484.0,,0,738,Mexico,United States
AM,321.0,GDL,1804.0,MEX,1824.0,,0,737 EMJ E70 E75 738 ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,MZT,1826.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,ONT,3734.0,,0,738,Mexico,United States
AM,321.0,GDL,1804.0,ORD,3830.0,,0,737,Mexico,United States
AM,321.0,GDL,1804.0,PTY,1871.0,Y,0,E90,Mexico,Panama
AM,321.0,GDL,1804.0,PVR,1836.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,SFO,3469.0,,0,738,Mexico,United States
AM,321.0,GDL,1804.0,SJC,3748.0,Y,0,73H,Mexico,United States
AM,321.0,GDL,1804.0,SMF,3817.0,,0,738,Mexico,United States
AM,321.0,GDL,1804.0,TIJ,1847.0,,0,738,Mexico,Mexico
AM,321.0,GDL,1804.0,TLC,1850.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GDL,1804.0,TRC,1845.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,GRU,2564.0,MEX,1824.0,,0,777,Brazil,Mexico
AM,321.0,GUA,1767.0,MEX,1824.0,Y,0,EMJ,Guatemala,Mexico
AM,321.0,GUA,1767.0,TAP,1851.0,Y,0,ERJ,Guatemala,Mexico
AM,321.0,HAV,1909.0,CUN,1852.0,,0,737,Cuba,Mexico
AM,321.0,HAV,1909.0,MEX,1824.0,,0,737,Cuba,Mexico
AM,321.0,HMO,1807.0,CEN,1794.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,CJS,1796.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,CUL,1792.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,CUU,1797.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,GDL,1804.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,LAX,3484.0,Y,0,ERJ,Mexico,United States
AM,321.0,HMO,1807.0,LMM,1814.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,MEX,1824.0,,0,737,Mexico,Mexico
AM,321.0,HMO,1807.0,MTY,1825.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,MXL,1820.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HMO,1807.0,PHX,3462.0,,0,ERJ,Mexico,United States
AM,321.0,HMO,1807.0,TIJ,1847.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,HUX,1786.0,MEX,1824.0,Y,0,EMJ,Mexico,Mexico
AM,321.0,IAD,3714.0,ATL,3682.0,Y,0,M88,United States,United States
AM,321.0,IAD,3714.0,MEX,1824.0,,0,737,United States,Mexico
AM,321.0,IAH,3550.0,MEX,1824.0,,0,EMJ,United States,Mexico
AM,321.0,IND,3585.0,ATL,3682.0,Y,0,M88 M90,United States,United States
AM,321.0,IND,3585.0,CUN,1852.0,Y,0,320,United States,Mexico
AM,321.0,JAL,5837.0,MEX,1824.0,,0,ATR,Mexico,Mexico
AM,321.0,JAX,3712.0,ATL,3682.0,Y,0,757 M90 738,United States,United States
AM,321.0,JFK,3797.0,ATL,3682.0,Y,0,752 319 757 738,United States,United States
AM,321.0,JFK,3797.0,CUN,1852.0,,0,738,United States,Mexico
AM,321.0,JFK,3797.0,MEX,1824.0,,0,738 787,United States,Mexico
AM,321.0,JUL,2792.0,CUZ,2812.0,Y,0,319,Peru,Peru
AM,321.0,LAP,1816.0,GDL,1804.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,LAP,1816.0,MEX,1824.0,Y,0,EMJ,Mexico,Mexico
AM,321.0,LAS,3877.0,MEX,1824.0,,0,737,United States,Mexico
AM,321.0,LAS,3877.0,MTY,1825.0,,0,737,United States,Mexico
AM,321.0,LAX,3484.0,CUN,1852.0,,0,738,United States,Mexico
AM,321.0,LAX,3484.0,GDL,1804.0,,0,738,United States,Mexico
AM,321.0,LAX,3484.0,HMO,1807.0,Y,0,ERJ,United States,Mexico
AM,321.0,LAX,3484.0,MEX,1824.0,,0,737,United States,Mexico
AM,321.0,LAX,3484.0,MZT,1826.0,Y,0,739,United States,Mexico
AM,321.0,LAX,3484.0,PVR,1836.0,Y,0,739 320 73H,United States,Mexico
AM,321.0,LAX,3484.0,SJD,1840.0,Y,0,73J 734,United States,Mexico
AM,321.0,LAX,3484.0,ZIH,1856.0,Y,0,739,United States,Mexico
AM,321.0,LAX,3484.0,ZLO,1858.0,Y,0,73H,United States,Mexico
AM,321.0,LGA,3697.0,ATL,3682.0,Y,0,M88 757 738,United States,United States
AM,321.0,LHR,507.0,MEX,1824.0,,0,763 787,United Kingdom,Mexico
AM,321.0,LIM,2789.0,AQP,2802.0,Y,0,319,Peru,Peru
AM,321.0,LIM,2789.0,LPB,2762.0,Y,0,319,Peru,Bolivia
AM,321.0,LIM,2789.0,MEX,1824.0,,0,763 738 762,Peru,Mexico
AM,321.0,LIM,2789.0,VVI,2771.0,,0,319,Peru,Bolivia
AM,321.0,LMM,1814.0,HMO,1807.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,LMM,1814.0,MEX,1824.0,Y,0,E70,Mexico,Mexico
AM,321.0,LMM,1814.0,MZT,1826.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,LPB,2762.0,LIM,2789.0,,0,319,Bolivia,Peru
AM,321.0,LZC,1813.0,MEX,1824.0,,0,ATR,Mexico,Mexico
AM,321.0,MAD,1229.0,ATL,3682.0,Y,0,764,Spain,United States
AM,321.0,MAD,1229.0,BRU,302.0,,0,E90,Spain,Belgium
AM,321.0,MAD,1229.0,CUN,1852.0,,0,333,Spain,Mexico
AM,321.0,MAD,1229.0,MEX,1824.0,,0,777 787 762,Spain,Mexico
AM,321.0,MAM,1818.0,MEX,1824.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MCI,3458.0,ATL,3682.0,Y,0,757 M88 M90,United States,United States
AM,321.0,MCO,3878.0,ATL,3682.0,Y,0,757 753 763,United States,United States
AM,321.0,MCO,3878.0,CUN,1852.0,Y,0,757,United States,Mexico
AM,321.0,MCO,3878.0,MEX,1824.0,,0,737,United States,Mexico
AM,321.0,MEM,3473.0,ATL,3682.0,Y,0,M88 320,United States,United States
AM,321.0,MEX,1824.0,ACA,1783.0,,0,ERJ 737 EMJ E70 E75,Mexico,Mexico
AM,321.0,MEX,1824.0,AGU,1785.0,Y,0,EMJ ERJ E75 E70,Mexico,Mexico
AM,321.0,MEX,1824.0,ATL,3682.0,Y,0,73H 73W 738 EMJ,Mexico,United States
AM,321.0,MEX,1824.0,BJX,1815.0,,0,E70 EMJ ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,BOG,2709.0,,0,737,Mexico,Colombia
AM,321.0,MEX,1824.0,CCS,2851.0,,0,737,Mexico,Venezuela
AM,321.0,MEX,1824.0,CDG,1382.0,,0,787,Mexico,France
AM,321.0,MEX,1824.0,CEN,1794.0,Y,0,E70,Mexico,Mexico
AM,321.0,MEX,1824.0,CJS,1796.0,,0,EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,CLQ,1808.0,,0,ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,CME,1789.0,,0,737 EMJ E70 ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,CPE,1795.0,Y,0,EMJ E70,Mexico,Mexico
AM,321.0,MEX,1824.0,CUL,1792.0,,0,EMJ 737,Mexico,Mexico
AM,321.0,MEX,1824.0,CUN,1852.0,,0,762 737 738 EMJ 763 787,Mexico,Mexico
AM,321.0,MEX,1824.0,CUU,1797.0,,0,EMJ 737,Mexico,Mexico
AM,321.0,MEX,1824.0,CVM,1798.0,,0,ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,DFW,3670.0,Y,0,EMJ,Mexico,United States
AM,321.0,MEX,1824.0,DGO,1801.0,Y,0,EMJ ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,DTW,3645.0,Y,0,319,Mexico,United States
AM,321.0,MEX,1824.0,EZE,3988.0,,0,763 762 777,Mexico,Argentina
AM,321.0,MEX,1824.0,GDL,1804.0,,0,737 EMJ E70 E75 738 ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,GRU,2564.0,,0,777,Mexico,Brazil
AM,321.0,MEX,1824.0,GUA,1767.0,Y,0,EMJ,Mexico,Guatemala
AM,321.0,MEX,1824.0,HAV,1909.0,,0,737,Mexico,Cuba
AM,321.0,MEX,1824.0,HMO,1807.0,,0,737,Mexico,Mexico
AM,321.0,MEX,1824.0,HUX,1786.0,Y,0,EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,IAD,3714.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,IAH,3550.0,,0,EMJ,Mexico,United States
AM,321.0,MEX,1824.0,JAL,5837.0,,0,ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,JFK,3797.0,,0,738 787,Mexico,United States
AM,321.0,MEX,1824.0,LAP,1816.0,Y,0,EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,LAS,3877.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,LAX,3484.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,LHR,507.0,,0,787,Mexico,United Kingdom
AM,321.0,MEX,1824.0,LIM,2789.0,,0,762 738 763,Mexico,Peru
AM,321.0,MEX,1824.0,LMM,1814.0,Y,0,E70,Mexico,Mexico
AM,321.0,MEX,1824.0,LZC,1813.0,,0,ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,MAD,1229.0,,0,777 787 762,Mexico,Spain
AM,321.0,MEX,1824.0,MAM,1818.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,MCO,3878.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,MIA,3576.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,MID,1819.0,,0,737 EMJ E70 ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,MLM,1821.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,MTT,1822.0,Y,0,EMJ ERJ E75,Mexico,Mexico
AM,321.0,MEX,1824.0,MTY,1825.0,,0,737 738 EMJ ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,MXL,1820.0,,0,737,Mexico,Mexico
AM,321.0,MEX,1824.0,MZT,1826.0,,0,EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,NLD,1828.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,OAX,1829.0,,0,E75 ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,ORD,3830.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,PAZ,1830.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,PDS,1834.0,,0,CRJ,Mexico,Mexico
AM,321.0,MEX,1824.0,PTY,1871.0,Y,0,738 73G,Mexico,Panama
AM,321.0,MEX,1824.0,PVR,1836.0,,0,738 ERJ 737 EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,PXM,1837.0,,0,ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,REX,1839.0,,0,E70,Mexico,Mexico
AM,321.0,MEX,1824.0,SAL,1892.0,Y,0,EMJ,Mexico,El Salvador
AM,321.0,MEX,1824.0,SAP,1772.0,Y,0,E70,Mexico,Honduras
AM,321.0,MEX,1824.0,SAT,3621.0,Y,0,EMJ,Mexico,United States
AM,321.0,MEX,1824.0,SCL,2650.0,,0,762 763,Mexico,Chile
AM,321.0,MEX,1824.0,SFO,3469.0,,0,737,Mexico,United States
AM,321.0,MEX,1824.0,SJD,1840.0,,0,EMJ 738 737 ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,SJO,1885.0,,0,738,Mexico,Costa Rica
AM,321.0,MEX,1824.0,SLP,1842.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,SLW,1810.0,Y,0,ERJ,Mexico,Mexico
AM,321.0,MEX,1824.0,TAM,1848.0,Y,0,E70 ERJ E75 EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,TAP,1851.0,,0,E70 EMJ ERJ E75,Mexico,Mexico
AM,321.0,MEX,1824.0,TGZ,1846.0,,0,ERJ EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,TIJ,1847.0,,0,737 787 777 762,Mexico,Mexico
AM,321.0,MEX,1824.0,TPQ,1802.0,,0,CRJ ATR,Mexico,Mexico
AM,321.0,MEX,1824.0,TRC,1845.0,,0,EMJ,Mexico,Mexico
AM,321.0,MEX,1824.0,UIO,2688.0,,0,737,Mexico,Ecuador
AM,321.0,MEX,1824.0,VER,1854.0,,0,E75 AT7,Mexico,Mexico
AM,321.0,MEX,1824.0,VSA,1853.0,,0,EMJ 737 ERJ E70,Mexico,Mexico
AM,321.0,MEX,1824.0,YUL,146.0,,0,738,Mexico,Canada
AM,321.0,MEX,1824.0,ZCL,1855.0,Y,0,ERJ,Mexico,Mexico
